3.031650468077797367e+00,2.702561938817790832e+00,3.004861401758776918e+00,2.672590871482418695e+00,2.982941822674147314e+00,2.650542987252824556e+00,2.966573900562262445e+00,2.626938524765087379e+00,2.953245666555690541e+00,2.618411817688047094e+00,2.944491477180666728e+00,2.604408558587001377e+00,2.934669721436826251e+00,2.595615535828709408e+00,2.930686497029589166e+00,2.590409243027536501e+00,2.928557277625011945e+00,2.590527081142923294e+00,2.928195332904016901e+00,2.593545533737085851e+00,2.931659565113605925e+00,2.598446161545413080e+00,2.937713184215053452e+00
3.036568707713627635e+00,2.714490719936418994e+00,3.007534497357942094e+00,2.681275877328523460e+00,2.984263990779091547e+00,2.655685536831909221e+00,2.977583876794446027e+00,2.638148086754810162e+00,2.957213622775405781e+00,2.621015281795961105e+00,2.955570380936485275e+00,2.610859475934439455e+00,2.938219909322081325e+00,2.604235122736933139e+00,2.932990021385309731e+00,2.597499751653256084e+00,2.932363018491763285e+00,2.593896950208591790e+00,2.934430240936778400e+00,2.593705751504629120e+00,2.941071842712183582e+00,2.597603455733053845e+00,2.944683056577205083e+00
3.046197730233957124e+00,2.719706025645259206e+00,3.018373618803985359e+00,2.688327466505103125e+00,2.994374945364755902e+00,2.662625447879583884e+00,2.976771880641656320e+00,2.642117005226726434e+00,2.964701519582628286e+00,2.628915537644858080e+00,2.952673664425825795e+00,2.619207629002320292e+00,2.946016078438681518e+00,2.605225132860260473e+00,2.943243478540813474e+00,2.601685354711197995e+00,2.941195592946156623e+00,2.601589124582554202e+00,2.942438385602590412e+00,2.603865038114297814e+00,2.945153888806499420e+00,2.609616559536375391e+00,2.946673630834753421e+00
3.052220563400503295e+00,2.725887566416179908e+00,3.022392110809082322e+00,2.694168446809934725e+00,3.001313360547446241e+00,2.669724319357502207e+00,2.987097536721818436e+00,2.648107856368800306e+00,2.964870294966978737e+00,2.632148713294273801e+00,2.962705313670589646e+00,2.623159067431088509e+00,2.952749356329603447e+00,2.615134085700416389e+00,2.945233987568728118e+00,2.611529488953495015e+00,2.944146606590213988e+00,2.611004286398527441e+00,2.945918749968091888e+00,2.613128636499371549e+00,2.948904140154030795e+00,2.616015817875878557e+00,2.951078389960864801e+00
3.054268893257184647e+00,2.731260261412355561e+00,3.027275832040128734e+00,2.699347989932057601e+00,3.002936376464591550e+00,2.673502832794890871e+00,2.985881915567404121e+00,2.655038244792427449e+00,2.975900981075406015e+00,2.639301759718251539e+00,2.961756867658122960e+00,2.629639682741571338e+00,2.952761693553249689e+00,2.621111110133969468e+00,2.952528280631730784e+00,2.615565361393505928e+00,2.952528280631730784e+00,2.612727978628260228e+00,2.952528280631730784e+00,2.615166992808404256e+00,2.952528280631730784e+00,2.620448107593338793e+00,2.954592819358163869e+00
3.063732973703197970e+00,2.741097442719670596e+00,3.035270114252436979e+00,2.707585065182134265e+00,3.012357155681162357e+00,2.681405451065681511e+00,2.993465507949805815e+00,2.661858603927005795e+00,2.978718759677826178e+00,2.646526012510372894e+00,2.968740854742703661e+00,2.634591212025860330e+00,2.962206964992287972e+00,2.627244993131640172e+00,2.956158894629319356e+00,2.623078375605615520e+00,2.952724241387218118e+00,2.622459755545623050e+00,2.953211467495328257e+00,2.621348152680225141e+00,2.957019109787225819e+00,2.626044443832558084e+00,2.964750115506856076e+00
3.070119368408593008e+00,2.750025008599362053e+00,3.034017920523082168e+00,2.719438284321992860e+00,3.011136853156452631e+00,2.690105222449727940e+00,3.000212246409157846e+00,2.660982289644260312e+00,2.983160754801983394e+00,2.659049359929889889e+00,2.975129195627550072e+00,2.636243368194663539e+00,2.958765094595427581e+00,2.628263723083067660e+00,2.958352765157060471e+00,2.628263723083067660e+00,2.958352765157060471e+00,2.626259256717041080e+00,2.958352765157060471e+00,2.626259256717041080e+00,2.958955210234479605e+00,2.631255686783832815e+00,2.966307808081739328e+00
3.075783816266946857e+00,2.754507349105692171e+00,3.045370674641266096e+00,2.720484747392230229e+00,3.021398809341699021e+00,2.695082796300911632e+00,3.004765564420375235e+00,2.676172962082216777e+00,2.988723487895221798e+00,2.659600383571682158e+00,2.979306939753695982e+00,2.647645358202838306e+00,2.968894187051661859e+00,2.639487903058856055e+00,2.965892821180581951e+00,2.632518296680482095e+00,2.963096232728029467e+00,2.631277109099563027e+00,2.963450724054163210e+00,2.632590848810530737e+00,2.970195378637272565e+00,2.635792342682052869e+00,2.974576119536366026e+00
3.084305434276341185e+00,2.762629113907054013e+00,3.051862263074433645e+00,2.728127501833914170e+00,3.026521496425886415e+00,2.704526722750777878e+00,3.011021661925127102e+00,2.682393484163551722e+00,2.989322503536905096e+00,2.662299809360046066e+00,2.985468359472888800e+00,2.651620327557469015e+00,2.970891787383528104e+00,2.647498744271893134e+00,2.964562040575863033e+00,2.640441152011884451e+00,2.964277454256831756e+00,2.638219935427514429e+00,2.965719265164275420e+00,2.639369421127350623e+00,2.969663909284836478e+00,2.644611620071312341e+00,2.975912238346489325e+00
3.086115959469372783e+00,2.774229312029850458e+00,3.055537206376734094e+00,2.736995558833387854e+00,3.031867668173886976e+00,2.710176069069945903e+00,3.014704627622823541e+00,2.686843989785232978e+00,2.996510143996040210e+00,2.670812169613299591e+00,2.988143866082561662e+00,2.656372269272629705e+00,2.979539129856985546e+00,2.650501773198846056e+00,2.975204496919022112e+00,2.647327224658184264e+00,2.973613412505313747e+00,2.647345751859513374e+00,2.976482154101354194e+00,2.652159722612061010e+00,2.980264119907912956e+00,2.653582620618762711e+00,2.980264119907912956e+00
