2.709499399935465735e+00,2.692062609286232533e+00,2.676181439332166789e+00,2.662330288765410558e+00,2.648899176879539574e+00,2.636453767956512539e+00,2.628097089345332371e+00,2.622646203656321173e+00,2.613556640699752354e+00,2.602275745832560716e+00,2.601655253821011371e+00,2.598634716643062337e+00,2.592864800398176683e+00,2.589685214136332458e+00,2.586995329553730461e+00,2.586278823186163756e+00,2.584808211834240144e+00,2.584920775892014078e+00,2.584744998908476532e+00,2.586487846390418621e+00,2.587727649715106271e+00,2.590586793540900601e+00,2.594256233127028022e+00
2.713973004025033386e+00,2.704059314637120792e+00,2.682318610303195960e+00,2.673499071247062542e+00,2.660769020803528395e+00,2.648577965261478706e+00,2.635260389069806308e+00,2.626227043342555856e+00,2.617961093135773964e+00,2.612313911148643086e+00,2.603888241580881058e+00,2.603043245456397869e+00,2.602196367851908665e+00,2.599454889929692758e+00,2.595733833740351937e+00,2.594371114548543300e+00,2.590910076872292578e+00,2.592280129386872911e+00,2.591568743368598771e+00,2.597270172769057250e+00,2.595192174002346697e+00,2.603006969761854972e+00,2.597357025191501911e+00
2.726766007878851816e+00,2.707966795665509796e+00,2.692558927079127695e+00,2.676171705789877731e+00,2.664001018067261306e+00,2.652365865012829893e+00,2.644889482250441404e+00,2.635013041720382976e+00,2.625755225410555838e+00,2.617377497407288089e+00,2.615652219928628952e+00,2.608906926378740998e+00,2.602056178407075038e+00,2.603398434261934291e+00,2.597108769172434606e+00,2.596401352153595798e+00,2.595606081193078118e+00,2.594149312040056277e+00,2.595929644806651559e+00,2.596600647919975469e+00,2.599843466883172027e+00,2.602232615126976345e+00,2.604039907844364787e+00
2.734567862702522500e+00,2.713299224723941805e+00,2.697366184350419527e+00,2.683055546567346905e+00,2.671621505394301987e+00,2.660485319093216283e+00,2.645908151173119727e+00,2.641549665615932962e+00,2.637393027350989794e+00,2.627702208258309913e+00,2.614372212773307336e+00,2.619829248530738397e+00,2.612092096130043117e+00,2.602093577026140192e+00,2.609055700677231915e+00,2.597226554924138675e+00,2.604316250127982180e+00,2.597537937646646533e+00,2.603110348457390533e+00,2.600814485341810034e+00,2.605635753969898438e+00,2.607979439658305143e+00,2.612045640151777981e+00
2.743394901860528368e+00,2.724684997441358281e+00,2.704738226927771549e+00,2.692885731286080109e+00,2.679210020733634234e+00,2.668149182334183411e+00,2.654955532892254055e+00,2.648050312964589370e+00,2.642208961902684727e+00,2.633244083286392367e+00,2.623643100360164127e+00,2.622087084870019513e+00,2.616164299293938900e+00,2.614307818980739828e+00,2.615062134771277691e+00,2.609086060842922716e+00,2.612683546163415471e+00,2.606945397102813811e+00,2.610487318684261204e+00,2.607069946272681626e+00,2.610080317152507323e+00,2.614192984401229491e+00,2.622921358104205680e+00
2.751793238342862047e+00,2.732580994842821021e+00,2.714644881949820565e+00,2.700218320681340600e+00,2.685176330445948167e+00,2.674906680947177762e+00,2.664246729091353849e+00,2.654359071435068884e+00,2.645292238218674541e+00,2.640587629493351685e+00,2.633153365158511505e+00,2.627083265060851769e+00,2.624460106068430498e+00,2.620548612383168940e+00,2.616094910386291161e+00,2.615887037457362840e+00,2.614154479973789247e+00,2.613746857672945012e+00,2.616111588638434071e+00,2.616620012263319861e+00,2.618478600098796516e+00,2.620785901627138426e+00,2.624423818768499839e+00
2.757350265994324090e+00,2.733700592907720495e+00,2.726846339196102864e+00,2.699826768789094444e+00,2.699572176344068986e+00,2.676692386015345093e+00,2.670742589535046285e+00,2.665595498996827573e+00,2.655225701298243202e+00,2.643351721162982226e+00,2.638275199011182348e+00,2.635774298982821229e+00,2.624631758600869169e+00,2.624840393029831187e+00,2.624249971922250957e+00,2.624249971922250957e+00,2.622208202680527567e+00,2.624249971922250957e+00,2.619181734203197998e+00,2.624249971922250957e+00,2.624111187554617253e+00,2.624249971922250957e+00,2.633076358247853133e+00
2.765422617998136712e+00,2.746351163317115152e+00,2.727875774022563427e+00,2.713831546307975628e+00,2.697937522595981186e+00,2.686974696888718039e+00,2.674872886132993344e+00,2.663828243267666540e+00,2.657013369332883901e+00,2.652156230350498856e+00,2.642891439798704667e+00,2.636134538060612709e+00,2.633832550429729302e+00,2.629929602456761106e+00,2.627356875217136789e+00,2.626342596535698792e+00,2.624259087625951281e+00,2.625478807274533644e+00,2.623969966228271389e+00,2.626736314888945767e+00,2.629315801422903220e+00,2.632312357610137710e+00,2.638335822478089288e+00
2.772576760818576957e+00,2.753776694155544380e+00,2.735164098611745587e+00,2.722038350771652127e+00,2.706068803688328472e+00,2.692504072364283463e+00,2.679287034195449557e+00,2.671728850951607726e+00,2.664101919679074282e+00,2.657015630199593303e+00,2.649519438290273143e+00,2.645250814314893617e+00,2.639459635297560336e+00,2.640387641952680386e+00,2.634064275159818891e+00,2.633877914992417413e+00,2.630371352797334250e+00,2.631013159101313281e+00,2.630670529259910406e+00,2.632742513359825232e+00,2.633651283585194403e+00,2.637636014921877603e+00,2.642095161823196925e+00
2.787770635025089927e+00,2.760143908986199435e+00,2.742362310843833750e+00,2.726796934203358447e+00,2.711273190870932215e+00,2.697724244707705665e+00,2.682418197730937592e+00,2.678819383901566376e+00,2.672966305511653040e+00,2.664253603825492256e+00,2.652469584273562386e+00,2.651661350132183959e+00,2.648129883708678634e+00,2.640815386406208276e+00,2.643120604771410420e+00,2.637088509127543556e+00,2.639499823373144149e+00,2.636384979196731759e+00,2.640911228285245826e+00,2.639133448599232157e+00,2.644134791126646178e+00,2.648241375364729588e+00,2.647080736392151579e+00
