2.610201295836761304e+00,2.609015926345641834e+00,2.607827502823595101e+00,2.606639631152887659e+00,2.607523196187406356e+00,2.605675220280927906e+00,2.603589777844923070e+00,2.602730323256182032e+00,2.604701388554615082e+00,2.605588629217039820e+00,2.602693946145127946e+00,2.598037528307299837e+00,2.597041209135029671e+00,2.600101930715271070e+00,2.602176938826114228e+00,2.602149688747827927e+00,2.599280424695196157e+00,2.596060445997438126e+00,2.594485944705901659e+00,2.594562328452655553e+00,2.595604797474578618e+00,2.596343815404529742e+00,2.596342906786967220e+00,2.595802119145446341e+00,2.594680866978284595e+00,2.594127618090075860e+00,2.594066639283618692e+00,2.594325083976425361e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594485944705901659e+00,2.594402719469081298e+00,2.594146741797904276e+00,2.594296057134365618e+00,2.594745329764277297e+00,2.595597595903143429e+00,2.596252260992458094e+00,2.596675914225445858e+00,2.596104868567397972e+00,2.595330279599042278e+00,2.594485944705901659e+00,2.595840338186327756e+00,2.598539241087748586e+00,2.600555255751913819e+00,2.601670054708737467e+00,2.601362054905427712e+00,2.598844116103657065e+00,2.599045831918347815e+00,2.601543312689139853e+00,2.603587095425861975e+00,2.604403022214948127e+00,2.603717139002428294e+00,2.604539814992604452e+00,2.605749165661464417e+00,2.606119475045506562e+00,2.606689179469216189e+00,2.608240976800304978e+00,2.608949214095207303e+00,2.610091970123104677e+00,2.610511666846547119e+00,2.610802883664053553e+00,2.612052269295721540e+00,2.613451935828488004e+00,2.615618616039899091e+00,2.613340525601996589e+00,2.613940562963217751e+00,2.619781987457149075e+00,2.617483024710787642e+00
2.615186328048927589e+00,2.614890947892781536e+00,2.614697404056285368e+00,2.614496224868405161e+00,2.613502905796840636e+00,2.611824340301164504e+00,2.611239893397625522e+00,2.611041195714884022e+00,2.610460508095555632e+00,2.608026642429812636e+00,2.608148423590768594e+00,2.608628459341627792e+00,2.608732106152320540e+00,2.607511431545242786e+00,2.604594199637319196e+00,2.603943346626682143e+00,2.603320466503314723e+00,2.603603279838859752e+00,2.605926553942452095e+00,2.606653206456580385e+00,2.603439686616834781e+00,2.600623908623506342e+00,2.600748093819300166e+00,2.601417015505178121e+00,2.601092692339876056e+00,2.600364819276336004e+00,2.599271399657988812e+00,2.598970702928549148e+00,2.600034014101318736e+00,2.600566898699069096e+00,2.600516091798879437e+00,2.600318284748625697e+00,2.600096644754669395e+00,2.599905349666612242e+00,2.599768905206722547e+00,2.599697385773152458e+00,2.599694248770924698e+00,2.599760110471618368e+00,2.599893170375901619e+00,2.600086363830894420e+00,2.600320915281260969e+00,2.600554260176804355e+00,2.600692952464236818e+00,2.600479734260884968e+00,2.599413786255537762e+00,2.599000133023695813e+00,2.599960497309509400e+00,2.600943863071220719e+00,2.601476272520047317e+00,2.601357022339288338e+00,2.600726583810894166e+00,2.602289083734185215e+00,2.605428226156556892e+00,2.606328199408094015e+00,2.604493700336068418e+00,2.603707705662082539e+00,2.604339781686837885e+00,2.605007691988321827e+00,2.606609147403694760e+00,2.607923943444962589e+00,2.608087090614114256e+00,2.608543986028275530e+00,2.609500194022685626e+00,2.610463633820649942e+00,2.610353267170890224e+00,2.611201254034306363e+00,2.611718948331763102e+00,2.613788214199858295e+00,2.614259627291798171e+00,2.615131092865220275e+00,2.615858900617956895e+00,2.615385453150200323e+00,2.615919084709298570e+00,2.620514762256854535e+00,2.621550936580376856e+00,2.615899293863014563e+00,2.618214341659837352e+00,2.627316261881642578e+00,2.623950510506008804e+00,2.616695772238777806e+00,2.626712373753676388e+00
2.616576468048852355e+00,2.618525972608336527e+00,2.623483017822896279e+00,2.618792650820302104e+00,2.616576468048852355e+00,2.616576468048852355e+00,2.616030572727394699e+00,2.612686557347372762e+00,2.615497272983665855e+00,2.616576468048852799e+00,2.616576468048852799e+00,2.612026461059876237e+00,2.603698755851152846e+00,2.606607721618336537e+00,2.612942933229454479e+00,2.616482154389616177e+00,2.615538050833889905e+00,2.609791450515538624e+00,2.603502738261820770e+00,2.600974591928376434e+00,2.601622423947389073e+00,2.604243449434784807e+00,2.607998044043229324e+00,2.611172372661243024e+00,2.611838224629252636e+00,2.610392223990722016e+00,2.607592567642302850e+00,2.604983220679781386e+00,2.603117733859551919e+00,2.601948519278642014e+00,2.601310111028625638e+00,2.600914983461595664e+00,2.600813959205184656e+00,2.600813959205184656e+00,2.600813959205184656e+00,2.600813959205184656e+00,2.600813959205184656e+00,2.600813959205184656e+00,2.600813959205184656e+00,2.600813959205184656e+00,2.600813959205184656e+00,2.601015655250289882e+00,2.601492141231041000e+00,2.602317587879287686e+00,2.603922001943774767e+00,2.606605418802687257e+00,2.609760174538942934e+00,2.614481051308274573e+00,2.614719901662803103e+00,2.611855184476783442e+00,2.607930746463627880e+00,2.604380283147607056e+00,2.602913082658941946e+00,2.603690011977579211e+00,2.609288556746360399e+00,2.616157892268929253e+00,2.618656508562120955e+00,2.617431731599627831e+00,2.611798195409934742e+00,2.605875399872195075e+00,2.610682903320152182e+00,2.618121635311413176e+00,2.618656508562120955e+00,2.618338118089562183e+00,2.615710200300712884e+00,2.617378717605641114e+00,2.618959632668021342e+00,2.618656508562120955e+00,2.619726519813470045e+00,2.624157963975157326e+00,2.623735552636698110e+00,2.619815053331601362e+00,2.621976992427808018e+00,2.628059820479780928e+00,2.627190634660546031e+00,2.623462923444550121e+00,2.626788601007460588e+00,2.630801788471686109e+00,2.628203851471307306e+00,2.629684263951470591e+00,2.630033532420760434e+00
2.629644891570487530e+00,2.627483274538582769e+00,2.624303775238372438e+00,2.623528538828665102e+00,2.624516443130888277e+00,2.625240154119904634e+00,2.621743428890465744e+00,2.621690152409293706e+00,2.620828165488211514e+00,2.619757295120261009e+00,2.619112880959770795e+00,2.619430662210672001e+00,2.618428739970336760e+00,2.617563604727386473e+00,2.616844814924262241e+00,2.615873740375256329e+00,2.615584939024742095e+00,2.615082482446750678e+00,2.614430856824245808e+00,2.613608861794860960e+00,2.612719820247905833e+00,2.612600319283878036e+00,2.612911925932648760e+00,2.613052922469293993e+00,2.613342202375847911e+00,2.613216783366538731e+00,2.612343631422950008e+00,2.611909500375569682e+00,2.611570659050720611e+00,2.610797986852671837e+00,2.609613435750615551e+00,2.608627989206120379e+00,2.608173869360639330e+00,2.607917310212654716e+00,2.607773348061296570e+00,2.607717858291408231e+00,2.607738352316414598e+00,2.607831942584806217e+00,2.608004273962951647e+00,2.608267962121589179e+00,2.608643049376201617e+00,2.609401771574099360e+00,2.610538370545496090e+00,2.611324832829352349e+00,2.611644992502599738e+00,2.611874316916635852e+00,2.612386403007493918e+00,2.612850121484824761e+00,2.612656751494893737e+00,2.612827902564798688e+00,2.613106293236182598e+00,2.613689642673883817e+00,2.614096612263346664e+00,2.614811056578212334e+00,2.615350664009041814e+00,2.614587317953892320e+00,2.614686475580000113e+00,2.617119379686049019e+00,2.618278341502092044e+00,2.618176212439195183e+00,2.619711833974105009e+00,2.619311310315433960e+00,2.619683126841309218e+00,2.620706756398691439e+00,2.621610143983548191e+00,2.622067258067981133e+00,2.623616553240614380e+00,2.626759626329806530e+00,2.623225792813301815e+00,2.625160392864657855e+00,2.625710509301725448e+00,2.630218873179957839e+00,2.628550963854737965e+00,2.627365971222293428e+00,2.630706254051025539e+00,2.631730319508145399e+00,2.632188056990723446e+00,2.632383837231546231e+00,2.634159603159276664e+00,2.634536672907469068e+00,2.635368796843526429e+00
2.630247282598558112e+00,2.627773909941848895e+00,2.635610239090267815e+00,2.636246629315883272e+00,2.629372264993632857e+00,2.625384156344469311e+00,2.628320592273792666e+00,2.630365386365919544e+00,2.629268222973559332e+00,2.626632531498145351e+00,2.624866520950950299e+00,2.624727604136247727e+00,2.623846058069275067e+00,2.623742219828642863e+00,2.622961832320914066e+00,2.623015200969064153e+00,2.623371290798187871e+00,2.621736232557184021e+00,2.620144656381076409e+00,2.619693365712294053e+00,2.619379281296959405e+00,2.619224865193360063e+00,2.618881452279170574e+00,2.618464388940180854e+00,2.618296033807633094e+00,2.617781753387029564e+00,2.617437047593531130e+00,2.616941098771848662e+00,2.616725781237279058e+00,2.616598646900136327e+00,2.616656161986815832e+00,2.616725577075139419e+00,2.616725672917187939e+00,2.616722920028936805e+00,2.616664402000806078e+00,2.616612287448830454e+00,2.616586445217617740e+00,2.616590619063292600e+00,2.616627297840806055e+00,2.616653166177846046e+00,2.616677932179127808e+00,2.616693740809616031e+00,2.616695010724747750e+00,2.616837061641624107e+00,2.617179493521700984e+00,2.617859124499956724e+00,2.618378146559514175e+00,2.618965197636081044e+00,2.619054958101736386e+00,2.618551316820282082e+00,2.618691429102440349e+00,2.618747541104284871e+00,2.619173946019438759e+00,2.619624251787833202e+00,2.621638055422099267e+00,2.623943295915489582e+00,2.623765036979631038e+00,2.623253021628661585e+00,2.623098854078589337e+00,2.623947634460902734e+00,2.624898251464335086e+00,2.624875883296381218e+00,2.625055446218874877e+00,2.627901908509667983e+00,2.631934688357191909e+00,2.630227184498149740e+00,2.625551046025622615e+00,2.626028973653765419e+00,2.634253998580856848e+00,2.639238364731204545e+00,2.631256042960037345e+00,2.626166508636363250e+00,2.637064880069241557e+00,2.640552974263405961e+00,2.636313504798508234e+00,2.632726638003646258e+00,2.640552974263405961e+00,2.640552974263405961e+00,2.640132812686383001e+00,2.642160834023362881e+00,2.640552974263405961e+00
2.639870030014530133e+00,2.637712783576213305e+00,2.638429399693350774e+00,2.640671547855700574e+00,2.636939365159738813e+00,2.632366524713376066e+00,2.633872323824678396e+00,2.637204157103117730e+00,2.636746528523784772e+00,2.632039606906570128e+00,2.628981619413182980e+00,2.629943204982476690e+00,2.631783305829859199e+00,2.631624795396299010e+00,2.629284444243894292e+00,2.628682250485993688e+00,2.628981619413182980e+00,2.628981619413182980e+00,2.628416028856597642e+00,2.625266341107449275e+00,2.621300866382106687e+00,2.620408048754256036e+00,2.623187828733508642e+00,2.626549388193399004e+00,2.628458026147820537e+00,2.628981619413182980e+00,2.628981619413182980e+00,2.628970656362247471e+00,2.628206494464694565e+00,2.626353380320232578e+00,2.624207424497636332e+00,2.622233434778922678e+00,2.620597539635785900e+00,2.619359495768414092e+00,2.618526808263390127e+00,2.618085476935320788e+00,2.618020736159116790e+00,2.618329186635486749e+00,2.619020772878884351e+00,2.620110071136058316e+00,2.621598133569273514e+00,2.623444803935111924e+00,2.625522284846281806e+00,2.627471710310938402e+00,2.628635726978838516e+00,2.628981619413182980e+00,2.628981619413182980e+00,2.628624268048209256e+00,2.627288552817465206e+00,2.624722305059822069e+00,2.621918179490831946e+00,2.621316337948975228e+00,2.624105112521136540e+00,2.627139659268600269e+00,2.628854592867432505e+00,2.628981619413182980e+00,2.628866183497036157e+00,2.629227272005918881e+00,2.630725085415936082e+00,2.632072116207462731e+00,2.631283706225844732e+00,2.629562249617006131e+00,2.631239493972599597e+00,2.634881837423777906e+00,2.636583266118284641e+00,2.636108295983945027e+00,2.634009003135118210e+00,2.636177312083091362e+00,2.638471844062145077e+00,2.639217807869082666e+00,2.639057724431268959e+00,2.640404576723752061e+00,2.641754704851881908e+00,2.641533306943348425e+00,2.643123814030303276e+00,2.644129761838427850e+00,2.645423891427336027e+00,2.645438409106513511e+00,2.646659662414864389e+00,2.646791599196587796e+00,2.651576326697388630e+00
2.646113353531552637e+00,2.645877643676825208e+00,2.645520730766680817e+00,2.642568549058256444e+00,2.643034593657048070e+00,2.643020871462323562e+00,2.642943783041399985e+00,2.639318315521325786e+00,2.638419850038412839e+00,2.638043139733364573e+00,2.640661885323752678e+00,2.639537832901367675e+00,2.635081330368763020e+00,2.635867022890826750e+00,2.635117619862570315e+00,2.633393320945246696e+00,2.635132993078622921e+00,2.634280103956906594e+00,2.633200669651996062e+00,2.632986805842856270e+00,2.632224339154336512e+00,2.631671181870245402e+00,2.631609675990805641e+00,2.632091975631346781e+00,2.630895409386256212e+00,2.628843373940422445e+00,2.627311729938810458e+00,2.626986662467518663e+00,2.627544635341340307e+00,2.628321674580051948e+00,2.629124036437384238e+00,2.629511545122904526e+00,2.629659662863533143e+00,2.629637884384990354e+00,2.629567837961504839e+00,2.629533498630935995e+00,2.629542534998696279e+00,2.629596473685867686e+00,2.629690882213003178e+00,2.629769158405351526e+00,2.629695295184991011e+00,2.629414145230485556e+00,2.628785245862220066e+00,2.627737174858900904e+00,2.626963386728083716e+00,2.626919797070860874e+00,2.628043526183290624e+00,2.630088314209430678e+00,2.632316452938677109e+00,2.632037698721811481e+00,2.631705834393621934e+00,2.632124759751119925e+00,2.632761105411684621e+00,2.633060831101181609e+00,2.634078992018135779e+00,2.635292455126050370e+00,2.634570625297741220e+00,2.634380780671309097e+00,2.635978667226745120e+00,2.635533913155786223e+00,2.637607084170227267e+00,2.640394079133496774e+00,2.639063591315387036e+00,2.639053970691497941e+00,2.639650212606969859e+00,2.641761379721765390e+00,2.642210788745888994e+00,2.642817753887370280e+00,2.644252640292081402e+00,2.645480774674643154e+00,2.645219047677608071e+00,2.645438663331633133e+00,2.647361621247015240e+00,2.648882403940940211e+00,2.650141813678654756e+00,2.650650799730165375e+00,2.649123313284670544e+00,2.652331260441582295e+00,2.656589391510571385e+00,2.652943248403091037e+00,2.650912267628724450e+00
2.652726413480736678e+00,2.650368328591022227e+00,2.650382229872657813e+00,2.652726413480737122e+00,2.652720208374375055e+00,2.644540808750118543e+00,2.641185311033724670e+00,2.649102964162192375e+00,2.652726413480737122e+00,2.648023697775922169e+00,2.639499741537813193e+00,2.637386287588241451e+00,2.641124005056397994e+00,2.646916814976837617e+00,2.647159767650028694e+00,2.641702772280201561e+00,2.638035248708548330e+00,2.637152677198070894e+00,2.637326014385893647e+00,2.638263168796009861e+00,2.638679300041830267e+00,2.638235333789631376e+00,2.637403390386345858e+00,2.636724215581233821e+00,2.636577730819064769e+00,2.636535608496375360e+00,2.637065626619449876e+00,2.637152677198070894e+00,2.637098953321751260e+00,2.636513403501099972e+00,2.635798795849865872e+00,2.635174924630978133e+00,2.634769511423163291e+00,2.634356998797002802e+00,2.634056205476203782e+00,2.633894626467521594e+00,2.633879128519693857e+00,2.634011566073642285e+00,2.634290315778731184e+00,2.634701363679933905e+00,2.635160273162420630e+00,2.635746717064860078e+00,2.636461373730763835e+00,2.637068796951878458e+00,2.637152677198070894e+00,2.637152677198070894e+00,2.636970323125258364e+00,2.636574467761963803e+00,2.636741205266765586e+00,2.637205797589486256e+00,2.638347579158838219e+00,2.639081199186215088e+00,2.638826391036796615e+00,2.637529205279675271e+00,2.637152677198070894e+00,2.637152677198070894e+00,2.639225388075073120e+00,2.645876803424538792e+00,2.649438470144581448e+00,2.643998534158122915e+00,2.638146383124933436e+00,2.637275583985186245e+00,2.644474369816730785e+00,2.652624030605731598e+00,2.652000709961910729e+00,2.645039846979160281e+00,2.641417900119932494e+00,2.650792580273136689e+00,2.652726413480737122e+00,2.652068650718945264e+00,2.650249631108067661e+00,2.653176343037845442e+00,2.652726413480736678e+00,2.653452841494166048e+00,2.658589074818215270e+00,2.657600432267448021e+00,2.653357516734741406e+00,2.658883563140428397e+00,2.663239792928030703e+00,2.658441193947883807e+00,2.659316549951360464e+00
2.659400607582179887e+00,2.657757090370302056e+00,2.656930879037270987e+00,2.655499732309993810e+00,2.655412633100517894e+00,2.654927032092873951e+00,2.653708887034134101e+00,2.652525295998448218e+00,2.651788018499440902e+00,2.651225107805621928e+00,2.650331005119422656e+00,2.648644875262248455e+00,2.648384684231820163e+00,2.648981046122024008e+00,2.649207943363875106e+00,2.647636358458341554e+00,2.645830601446018449e+00,2.643420310989738287e+00,2.643147338836264293e+00,2.644555015409677079e+00,2.645316951679334228e+00,2.644826915496381048e+00,2.643917280414789683e+00,2.643576180874336767e+00,2.642316463441269914e+00,2.641779884660867772e+00,2.641388412124967111e+00,2.641208919145050071e+00,2.641208919145050071e+00,2.641208919145050071e+00,2.641106437066062629e+00,2.640797651743152397e+00,2.640579260848642473e+00,2.640414988320975542e+00,2.640302876282983657e+00,2.640241299576516987e+00,2.640228612696676525e+00,2.640264121962380806e+00,2.640348319025820345e+00,2.640482112912674317e+00,2.640665351586393150e+00,2.640897634363576163e+00,2.641192240600405139e+00,2.641208919145050071e+00,2.641208919145050071e+00,2.641399657823349401e+00,2.641832784487544661e+00,2.642280971234931997e+00,2.643352986841485563e+00,2.643875073141391585e+00,2.643934418556763699e+00,2.645200048861121811e+00,2.644990441444106999e+00,2.644339720086417600e+00,2.644295974307726116e+00,2.645454807308632361e+00,2.647038914781767005e+00,2.647598219624054394e+00,2.648178477468284164e+00,2.648844172954096354e+00,2.649982159400080750e+00,2.650916493571205290e+00,2.651277810072736330e+00,2.650186311445843046e+00,2.652523835389990037e+00,2.654194662457536769e+00,2.654651945336879759e+00,2.655733254805332066e+00,2.655473099900173217e+00,2.656740671295307887e+00,2.657843973387456149e+00,2.657400892707196594e+00,2.662315069385128297e+00,2.659466927522709856e+00,2.661025330716018544e+00,2.662176286902034672e+00,2.666016324438256202e+00,2.663775435478330511e+00,2.663879751128605644e+00,2.667898291297073232e+00,2.668133269114680850e+00
2.659960061296417599e+00,2.662881409207755734e+00,2.662847341503067344e+00,2.660444401615002619e+00,2.658701069641941306e+00,2.657722385281326094e+00,2.657338394612664079e+00,2.656590816074275718e+00,2.656861026472153497e+00,2.655787793889455184e+00,2.653488923224531337e+00,2.652916569441740702e+00,2.652805499467330907e+00,2.651912722082351070e+00,2.651349278209936156e+00,2.650534876481511315e+00,2.650005185383914164e+00,2.650130383506847931e+00,2.650027133457746764e+00,2.648750446204090281e+00,2.647044453567986011e+00,2.646660457123469534e+00,2.646706446250033373e+00,2.646009666087700385e+00,2.645204394316221563e+00,2.644994684393836781e+00,2.645485157060539549e+00,2.646032347304015264e+00,2.646186861558855519e+00,2.645819151560491189e+00,2.645329011631012417e+00,2.644826139049015090e+00,2.644331386635895953e+00,2.644014735422333562e+00,2.643890597043301760e+00,2.643848805215053499e+00,2.643851225706275621e+00,2.643898256036146144e+00,2.643989391824464796e+00,2.644206480518401126e+00,2.644616315330416079e+00,2.645161847390488319e+00,2.645671111765581784e+00,2.646079596069426998e+00,2.646033422751951747e+00,2.645604229756592485e+00,2.645339578570232497e+00,2.645409605789365681e+00,2.645968125114604774e+00,2.646618886856309416e+00,2.647131626255286641e+00,2.647553080345886656e+00,2.648292924955967464e+00,2.648910177986536496e+00,2.651231765625041703e+00,2.652009806886454601e+00,2.652976540294593288e+00,2.654507337266062361e+00,2.655072053773174900e+00,2.654063234767837898e+00,2.653812573573204769e+00,2.654796099402609411e+00,2.657473638573257357e+00,2.660226373276858070e+00,2.659036637700283201e+00,2.658770036349003885e+00,2.659604334197100517e+00,2.660764892986212882e+00,2.660795881411671449e+00,2.663984983968786135e+00,2.667412437926620417e+00,2.663186000095979278e+00,2.661039403994959418e+00,2.667810344576436510e+00,2.674497387071189891e+00,2.665810889375371584e+00,2.663725915681899536e+00,2.675230004101870396e+00,2.675823133619992689e+00,2.665073162967282805e+00,2.672805580089049116e+00
